text,label
"nausea, fever, runny nose, cough",0
"fatigue, fever, shortness of breath, muscle pain",2
"muscle pain, dizziness, sore throat, stomach ache",0
"nausea, dizziness, fever, shortness of breath",2
"shortness of breath, fever, muscle pain",1
"dizziness, loss of appetite",1
"sore throat, shortness of breath, chills, cough, fatigue",0
"cough, sore throat, chills, runny nose",0
"fatigue, shortness of breath, headache",1
"loss of appetite, muscle pain",1
muscle pain,1
"loss of appetite, chills, dizziness",2
"chills, loss of appetite, headache, muscle pain, fever",2
"stomach ache, dizziness, runny nose",0
"chills, cough, muscle pain, sore throat",2
"loss of appetite, dizziness",2
loss of appetite,2
"shortness of breath, sore throat, fever, loss of appetite",0
"cough, sore throat, runny nose, dizziness, stomach ache",1
"stomach ache, fatigue",0
"nausea, muscle pain, fatigue, sore throat",2
"stomach ache, runny nose, nausea, fever",2
"loss of appetite, muscle pain",0
"dizziness, headache, fatigue",2
shortness of breath,0
"cough, fatigue, nausea, chills, runny nose",2
"headache, nausea, loss of appetite, runny nose",0
"sore throat, runny nose, headache",2
"headache, shortness of breath, fever, runny nose",2
"fatigue, stomach ache, runny nose, dizziness",1
muscle pain,1
"runny nose, shortness of breath, dizziness",2
nausea,0
"chills, shortness of breath",2
"stomach ache, chills, nausea, fatigue",1
"stomach ache, headache",2
"fatigue, muscle pain, fever, nausea, cough",0
"stomach ache, muscle pain",2
"fatigue, muscle pain, runny nose",1
"dizziness, cough, headache",1
"fever, runny nose, headache, stomach ache",0
"muscle pain, nausea",1
"cough, chills, dizziness",2
"dizziness, chills, muscle pain",0
"headache, shortness of breath, nausea, runny nose, muscle pain",0
"muscle pain, cough, shortness of breath, sore throat, loss of appetite",0
"nausea, runny nose, fatigue",2
"shortness of breath, sore throat, chills",2
"chills, nausea, muscle pain, cough",2
"stomach ache, sore throat, headache",0
"shortness of breath, runny nose, stomach ache, chills",0
runny nose,2
"shortness of breath, stomach ache, runny nose, muscle pain, fatigue",0
chills,2
"fever, fatigue, runny nose, shortness of breath",0
"headache, dizziness, sore throat, stomach ache",2
"fever, chills, headache, cough, fatigue",0
"chills, stomach ache, fever, fatigue",1
"loss of appetite, sore throat, chills",2
cough,0
"chills, nausea, runny nose, headache, sore throat",0
"shortness of breath, fatigue, stomach ache, fever, sore throat",0
"nausea, sore throat, fatigue, chills, fever",0
"shortness of breath, fever",1
"sore throat, shortness of breath, loss of appetite, fever",1
"headache, fever, nausea, loss of appetite",2
fatigue,2
"stomach ache, headache, muscle pain",1
"runny nose, muscle pain",2
"fever, stomach ache",0
runny nose,0
"nausea, chills, cough, headache, runny nose",2
"shortness of breath, stomach ache, loss of appetite, nausea",2
"fever, runny nose, headache, chills, dizziness",2
"muscle pain, dizziness, fever, stomach ache",0
"loss of appetite, nausea, shortness of breath",2
"fever, runny nose, nausea",0
"shortness of breath, headache, chills, runny nose, stomach ache",2
"chills, loss of appetite, runny nose",0
chills,0
"shortness of breath, dizziness, loss of appetite, sore throat, muscle pain",2
"sore throat, dizziness",0
"dizziness, loss of appetite, sore throat, runny nose",2
cough,1
"dizziness, chills",0
"loss of appetite, stomach ache",0
cough,1
nausea,2
"shortness of breath, nausea, fatigue, runny nose, dizziness",0
"fatigue, muscle pain",0
loss of appetite,2
"headache, nausea, fever",0
dizziness,2
fatigue,1
"stomach ache, loss of appetite, fever, dizziness, runny nose",0
"loss of appetite, cough",0
"shortness of breath, runny nose",2
dizziness,0
"cough, dizziness, nausea, loss of appetite, muscle pain",0
"stomach ache, cough, fever, nausea",2
fatigue,0
"cough, shortness of breath",2
dizziness,1
"shortness of breath, sore throat, headache, loss of appetite",0
"muscle pain, dizziness",1
"fever, sore throat, chills",1
cough,2
"fever, fatigue, stomach ache",1
"stomach ache, muscle pain, cough",1
"muscle pain, fatigue, dizziness",2
"fever, headache, sore throat, dizziness",0
dizziness,1
"stomach ache, dizziness, nausea, headache",1
"stomach ache, fever",0
"runny nose, shortness of breath, fever, headache, fatigue",2
fever,1
"sore throat, headache",0
"muscle pain, fatigue, sore throat, cough, chills",0
"nausea, cough, shortness of breath, sore throat, runny nose",2
"loss of appetite, headache, fatigue",1
"nausea, fatigue, cough, muscle pain, shortness of breath",1
"runny nose, shortness of breath, muscle pain, stomach ache, chills",2
"fever, muscle pain",0
"nausea, cough, headache",1
"shortness of breath, fatigue, fever, cough, stomach ache",2
"sore throat, cough",2
"cough, runny nose, headache, shortness of breath",0
fatigue,1
cough,2
"loss of appetite, cough, fatigue",2
"fatigue, stomach ache",0
"dizziness, fatigue, loss of appetite, shortness of breath, runny nose",0
"cough, nausea, muscle pain, headache, sore throat",0
"headache, muscle pain",2
"loss of appetite, dizziness, headache, stomach ache, muscle pain",2
"loss of appetite, runny nose, dizziness, sore throat",0
"fatigue, loss of appetite, fever",1
chills,2
chills,0
"cough, runny nose, chills",2
"chills, stomach ache, loss of appetite",0
"loss of appetite, runny nose, muscle pain, headache, nausea",2
dizziness,0
cough,0
"dizziness, loss of appetite, shortness of breath",1
"headache, fever, sore throat, chills, cough",0
"nausea, dizziness, muscle pain, fatigue",1
"loss of appetite, runny nose, dizziness, chills",1
"headache, nausea",1
"stomach ache, sore throat, fatigue",0
"shortness of breath, fever, nausea",0
"sore throat, headache, nausea",1
"shortness of breath, fatigue, loss of appetite, cough, headache",0
"cough, loss of appetite, stomach ache, dizziness, sore throat",0
"headache, fatigue, stomach ache, sore throat",0
"runny nose, fatigue, nausea",0
"cough, headache, shortness of breath",0
"cough, chills, fatigue, runny nose",0
"headache, nausea",2
"runny nose, stomach ache",0
chills,1
"shortness of breath, nausea, dizziness, runny nose, loss of appetite",0
"sore throat, runny nose, muscle pain",1
"nausea, sore throat, shortness of breath, fatigue, headache",0
"chills, fever",0
"stomach ache, shortness of breath, fatigue",0
headache,2
"shortness of breath, cough, runny nose",2
"headache, sore throat, shortness of breath",1
"runny nose, headache, dizziness",1
"muscle pain, nausea, shortness of breath",0
"headache, fever",1
"sore throat, cough, stomach ache, nausea, fatigue",1
"fatigue, fever, nausea",0
"sore throat, shortness of breath",2
"nausea, fatigue, shortness of breath, stomach ache, headache",0
"sore throat, stomach ache, chills, runny nose",0
"fever, loss of appetite",2
"loss of appetite, muscle pain, fever",1
"dizziness, fever, stomach ache, loss of appetite, shortness of breath",0
"fatigue, fever",1
"shortness of breath, chills, fever",0
"chills, dizziness",0
loss of appetite,1
"cough, sore throat, muscle pain",2
"dizziness, sore throat, fatigue, loss of appetite",1
"fever, loss of appetite, stomach ache, muscle pain, dizziness",0
"fatigue, chills, shortness of breath, loss of appetite",0
cough,2
"chills, nausea, muscle pain",0
"loss of appetite, fever, shortness of breath",2
"dizziness, stomach ache, cough, chills, nausea",2
fatigue,2
"fatigue, shortness of breath, sore throat, runny nose, headache",2
"shortness of breath, cough",0
"chills, dizziness, runny nose, sore throat, cough",0
"sore throat, fatigue, chills, shortness of breath, fever",2
"nausea, dizziness, fever, stomach ache, chills",0
"nausea, chills",1
"nausea, loss of appetite, headache, chills, fatigue",1
"fatigue, runny nose",2
"dizziness, stomach ache, cough, loss of appetite",1
"headache, loss of appetite, sore throat, nausea",0
"headache, nausea, sore throat, runny nose, fatigue",2
"shortness of breath, chills, fatigue, cough, nausea",2
"cough, nausea, muscle pain",0
"fever, nausea, runny nose, fatigue",0
"chills, muscle pain, stomach ache, headache, sore throat",1
"muscle pain, runny nose, sore throat, dizziness",2
"loss of appetite, runny nose, nausea",1
"muscle pain, chills, sore throat",1
"sore throat, headache",0
"runny nose, sore throat, fatigue",2
cough,1
dizziness,0
"loss of appetite, fatigue, fever, runny nose, shortness of breath",0
"loss of appetite, muscle pain, nausea, sore throat, dizziness",1
"runny nose, stomach ache, sore throat",1
"fatigue, cough",0
"fever, shortness of breath",0
shortness of breath,0
"nausea, fever, headache, sore throat, shortness of breath",2
"sore throat, runny nose, dizziness",0
"headache, dizziness, sore throat, loss of appetite",1
"fever, chills",0
"nausea, stomach ache",2
"chills, fever, shortness of breath",2
"headache, nausea, stomach ache",1
"runny nose, shortness of breath, fatigue, cough",1
"muscle pain, dizziness",1
"chills, sore throat, nausea, muscle pain",0
"sore throat, fever, nausea, shortness of breath",0
"runny nose, nausea, loss of appetite",2
"stomach ache, headache, runny nose, fever",2
"runny nose, shortness of breath",1
"fever, runny nose, muscle pain, dizziness, shortness of breath",1
"fatigue, cough, nausea, stomach ache",2
"sore throat, fatigue, dizziness",1
"stomach ache, dizziness, nausea, loss of appetite",1
fatigue,2
"runny nose, loss of appetite, stomach ache, cough",1
"cough, dizziness, shortness of breath, stomach ache, loss of appetite",2
"loss of appetite, chills, headache, dizziness",0
"shortness of breath, runny nose, cough, sore throat, fatigue",1
shortness of breath,0
"fever, chills, dizziness, fatigue",1
"stomach ache, chills, muscle pain, cough",1
"chills, muscle pain",2
runny nose,2
"dizziness, sore throat, loss of appetite, headache, runny nose",1
"fatigue, headache, shortness of breath, fever, loss of appetite",2
"nausea, headache, shortness of breath, fatigue",2
"sore throat, shortness of breath, fever",0
"loss of appetite, fever",1
"fatigue, dizziness, headache",2
dizziness,0
"shortness of breath, nausea, muscle pain",0
"runny nose, loss of appetite, stomach ache, chills",0
"sore throat, loss of appetite, chills, nausea",1
"muscle pain, dizziness, nausea",1
"nausea, headache",2
"stomach ache, fever",1
"fever, runny nose, shortness of breath, stomach ache, headache",1
"shortness of breath, nausea, muscle pain",1
sore throat,2
"sore throat, nausea, shortness of breath",0
shortness of breath,0
"dizziness, headache",1
"shortness of breath, nausea, dizziness, fatigue",1
"shortness of breath, stomach ache, fatigue, sore throat, loss of appetite",1
"dizziness, shortness of breath, muscle pain",2
"chills, runny nose, dizziness, fatigue, cough",0
"fever, stomach ache, runny nose, chills, muscle pain",2
"runny nose, stomach ache",2
"sore throat, fatigue, loss of appetite, cough",2
"sore throat, fatigue, muscle pain, chills, runny nose",2
"cough, headache, nausea, fever",2
"runny nose, muscle pain, headache",2
"runny nose, nausea, cough, dizziness, loss of appetite",0
fever,0
dizziness,0
"stomach ache, loss of appetite, runny nose",1
"headache, cough, fever, loss of appetite",1
"muscle pain, shortness of breath, fever",0
"dizziness, shortness of breath",1
chills,0
"loss of appetite, headache, shortness of breath",1
"chills, sore throat, fatigue, headache",2
"fever, chills",0
shortness of breath,0
chills,2
chills,0
"muscle pain, fever, stomach ache, fatigue, headache",1
"fever, nausea, dizziness, stomach ache",1
"stomach ache, runny nose, chills, headache",0
"shortness of breath, nausea, fever, loss of appetite",2
"stomach ache, chills, loss of appetite",1
muscle pain,1
"dizziness, headache, runny nose, sore throat, shortness of breath",1
"dizziness, muscle pain, cough, shortness of breath",2
"cough, shortness of breath, sore throat, runny nose, headache",0
"fever, muscle pain",0
"stomach ache, headache, nausea, chills, shortness of breath",0
"loss of appetite, nausea",0
"cough, muscle pain, dizziness, stomach ache, fatigue",2
fever,2
"chills, fever, muscle pain, stomach ache, dizziness",0
"fever, cough",0
"runny nose, chills, fever, headache",0
"fever, muscle pain, nausea, sore throat, loss of appetite",2
nausea,1
"sore throat, nausea, stomach ache",2
"sore throat, muscle pain, cough, loss of appetite",0
"runny nose, nausea",1
"chills, runny nose, cough",0
chills,0
cough,2
"headache, dizziness, stomach ache, sore throat, chills",0
"chills, loss of appetite, fatigue, muscle pain, sore throat",1
"fatigue, stomach ache",2
"runny nose, sore throat",1
"runny nose, cough, fatigue",1
stomach ache,1
fever,1
"chills, runny nose, sore throat, cough, shortness of breath",0
"nausea, headache",2
"dizziness, sore throat, runny nose",0
"chills, cough, dizziness, nausea, stomach ache",2
"sore throat, runny nose, fever, stomach ache",0
"dizziness, muscle pain, nausea, stomach ache",1
"chills, loss of appetite",0
"runny nose, chills",0
"nausea, loss of appetite, headache, stomach ache, shortness of breath",1
"loss of appetite, cough, fatigue, shortness of breath, sore throat",2
"fatigue, stomach ache",2
"chills, runny nose",0
cough,2
"headache, runny nose, nausea, shortness of breath",2
"headache, muscle pain, fatigue, chills, cough",0
"fever, cough, dizziness, muscle pain",2
"cough, nausea",1
stomach ache,2
shortness of breath,2
"loss of appetite, fever, shortness of breath, chills",0
shortness of breath,1
"loss of appetite, runny nose, headache, stomach ache, sore throat",2
"fever, runny nose, fatigue",2
"fatigue, cough, runny nose, nausea",0
headache,1
"stomach ache, shortness of breath",2
sore throat,2
"nausea, headache",2
"fever, cough",0
"runny nose, shortness of breath, muscle pain",1
shortness of breath,1
sore throat,1
"headache, nausea, fever, cough, dizziness",2
"headache, stomach ache",2
"sore throat, dizziness, shortness of breath, runny nose, chills",0
"loss of appetite, chills",2
"runny nose, chills, sore throat",2
"dizziness, shortness of breath, fever, fatigue, sore throat",1
"shortness of breath, fever, dizziness, muscle pain",0
nausea,1
"runny nose, sore throat, stomach ache",0
"muscle pain, sore throat, dizziness",2
"cough, sore throat, chills",2
"loss of appetite, dizziness, fatigue, muscle pain",1
"fever, fatigue, nausea, shortness of breath, chills",2
"headache, shortness of breath, cough, fatigue",0
"sore throat, loss of appetite, runny nose",1
"fatigue, loss of appetite",2
"chills, fever, loss of appetite, nausea, cough",2
